name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,categoryCombo.id,class,cycle,Inverse
[GC7/H-KRCS/HTS-3e/RESULT/COVERAGE] Percentage of other vulnerable populations that have received an HIV test during the reporting period and know their results,P11kikn525r,GC7/H-KRCS/HTS-3e/RESULT/COVERAGE,GC7/H-KRCS/HTS-3e/RESULT/COVERAGE,Percentage of other vulnerable populations that have received an HIV test during the reporting period and know their results,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/HTS-3e/TARGET/COVERAGE] Percentage of other vulnerable populations that have received an HIV test during the reporting period and know their results,Q9iAPDBOMrw,GC7/H-KRCS/HTS-3e/TARGET/COVERAGE,GC7/H-KRCS/HTS-3e/TARGET/COVERAGE,Percentage of other vulnerable populations that have received an HIV test during the reporting period and know their results,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/HTS-5/COMMENT/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",DWb1gdzwD8t,GC7/H-KRCS/HTS-5/COMMENT/COVERAGE,GC7/H-KRCS/HTS-5/COMMENT/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/HTS-5/RESULT/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",wPRSGfNQ8Zf,GC7/H-KRCS/HTS-5/RESULT/COVERAGE,GC7/H-KRCS/HTS-5/RESULT/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/H-KRCS/HTS-5/TARGET/COVERAGE] Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",VWy4Funy8wD,GC7/H-KRCS/HTS-5/TARGET/COVERAGE,GC7/H-KRCS/HTS-5/TARGET/COVERAGE,"Percentage of Key and Vulnerable Population (high-risk AGYW, TG, FSW, MSM, PWID, Fisher Folk & Truckers) newly diagnosed with HIV initiated on ART",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1a/COMMENT/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,tpnqtHeQOXK,GC7/H-KRCS/KP-1a/COMMENT/COVERAGE,GC7/H-KRCS/KP-1a/COMMENT/COVERAGE,KP-1a  Percentage of men who have sex with men reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1a/RESULT/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,hwQOgwrrKLC,GC7/H-KRCS/KP-1a/RESULT/COVERAGE,GC7/H-KRCS/KP-1a/RESULT/COVERAGE,KP-1a  Percentage of men who have sex with men reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1a/TARGET/COVERAGE] # of men who have sex with men reached with HIV prevention programs - defined package of services,SudDZ0BgWIG,GC7/H-KRCS/KP-1a/TARGET/COVERAGE,GC7/H-KRCS/KP-1a/TARGET/COVERAGE,KP-1a  Percentage of men who have sex with men reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1b/COMMENT/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,dLlO4m6ORTT,GC7/H-KRCS/KP-1b/COMMENT/COVERAGE,GC7/H-KRCS/KP-1b/COMMENT/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1b/RESULT/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,Mw5TpFsSz6g,GC7/H-KRCS/KP-1b/RESULT/COVERAGE,GC7/H-KRCS/KP-1b/RESULT/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1b/TARGET/COVERAGE] % of transgender people reached with HIV prevention programs - defined package of services,sHVrgOhbGGt,GC7/H-KRCS/KP-1b/TARGET/COVERAGE,GC7/H-KRCS/KP-1b/TARGET/COVERAGE,% of transgender people reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1c/COMMENT/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,wsRZUyZE7SU,GC7/H-KRCS/KP-1c/COMMENT/COVERAGE,GC7/H-KRCS/KP-1c/COMMENT/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1c/RESULT/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,KqLGZlnwOpS,GC7/H-KRCS/KP-1c/RESULT/COVERAGE,GC7/H-KRCS/KP-1c/RESULT/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1c/TARGET/COVERAGE] % of sex workers reached with HIV prevention programs - defined package of services,ACVRZPt7E7b,GC7/H-KRCS/KP-1c/TARGET/COVERAGE,GC7/H-KRCS/KP-1c/TARGET/COVERAGE,% of sex workers reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1d/COMMENT/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,G71sIzWFban,GC7/H-KRCS/KP-1d/COMMENT/COVERAGE,GC7/H-KRCS/KP-1d/COMMENT/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1d/RESULT/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,H5g6NA5oCzI,GC7/H-KRCS/KP-1d/RESULT/COVERAGE,GC7/H-KRCS/KP-1d/RESULT/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1d/TARGET/COVERAGE] % of people who inject drugs reached with HIV prevention programs - defined package of services,a3MpjeCQBwK,GC7/H-KRCS/KP-1d/TARGET/COVERAGE,GC7/H-KRCS/KP-1d/TARGET/COVERAGE,% of people who inject drugs reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1e/COMMENT/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,bNdpGK40f2K,GC7/H-KRCS/KP-1e/COMMENT/COVERAGE,GC7/H-KRCS/KP-1e/COMMENT/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1e/RESULT/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,Zt2sgw4V5A9,GC7/H-KRCS/KP-1e/RESULT/COVERAGE,GC7/H-KRCS/KP-1e/RESULT/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-1e/TARGET/COVERAGE] Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,Ok1CHpVDmOT,GC7/H-KRCS/KP-1e/TARGET/COVERAGE,GC7/H-KRCS/KP-1e/TARGET/COVERAGE,Percentage of other vulnerable populations reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6a/COMMENT/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,wCsAK5jQpOq,GC7/H-KRCS/KP-6a/COMMENT/COVERAGE,GC7/H-KRCS/KP-6a/COMMENT/COVERAGE,KP-6a  Percentage of eligible men who have sex with men who initiated oral antiretroviral PrEP during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6a/RESULT/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,cZTenEiimJI,GC7/H-KRCS/KP-6a/RESULT/COVERAGE,GC7/H-KRCS/KP-6a/RESULT/COVERAGE,KP-6a  Percentage of eligible men who have sex with men who initiated oral antiretroviral PrEP during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6a/TARGET/COVERAGE] # of MSM who received any PrEP product at least once during the reporting period,Cqf70TOjjyO,GC7/H-KRCS/KP-6a/TARGET/COVERAGE,GC7/H-KRCS/KP-6a/TARGET/COVERAGE,KP-6a  Percentage of eligible men who have sex with men who initiated oral antiretroviral PrEP during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6b/COMMENT/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,zKbUDE9C5y7,GC7/H-KRCS/KP-6b/COMMENT/COVERAGE,GC7/H-KRCS/KP-6b/COMMENT/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6b/RESULT/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,sid8iSF3Miq,GC7/H-KRCS/KP-6b/RESULT/COVERAGE,GC7/H-KRCS/KP-6b/RESULT/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6b/TARGET/COVERAGE] # of transgender people who received any PrEP product at least once during the reporting period,GUJfZ1hP5nn,GC7/H-KRCS/KP-6b/TARGET/COVERAGE,GC7/H-KRCS/KP-6b/TARGET/COVERAGE,# of transgender people who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6c/COMMENT/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,q1oo4NWDnay,GC7/H-KRCS/KP-6c/COMMENT/COVERAGE,GC7/H-KRCS/KP-6c/COMMENT/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6c/RESULT/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,oVLWwqvH7rO,GC7/H-KRCS/KP-6c/RESULT/COVERAGE,GC7/H-KRCS/KP-6c/RESULT/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6c/TARGET/COVERAGE] # of sex workers who received any PrEP product at least once during the reporting period,NwI5XYJ39GR,GC7/H-KRCS/KP-6c/TARGET/COVERAGE,GC7/H-KRCS/KP-6c/TARGET/COVERAGE,# of sex workers who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6d/COMMENT/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,WLNLecUfDxq,GC7/H-KRCS/KP-6d/COMMENT/COVERAGE,GC7/H-KRCS/KP-6d/COMMENT/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6d/RESULT/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,r32CpQpVCp5,GC7/H-KRCS/KP-6d/RESULT/COVERAGE,GC7/H-KRCS/KP-6d/RESULT/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/KP-6d/TARGET/COVERAGE] # of PWID who received any PrEP product at least once during the reporting period,asoKY06vTWO,GC7/H-KRCS/KP-6d/TARGET/COVERAGE,GC7/H-KRCS/KP-6d/TARGET/COVERAGE,# of PWID who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/TCS-Other/COMMENT/COVERAGE] Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,KhfVOPJxPOS,GC7/H-KRCS/TCS-Other/COMMENT/COVERAGE,GC7/H-KRCS/TCS-Other/COMMENT/COVERAGE,Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/TCS-Other/RESULT/COVERAGE] Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,QZJKfpEnKlx,GC7/H-KRCS/TCS-Other/RESULT/COVERAGE,GC7/H-KRCS/TCS-Other/RESULT/COVERAGE,Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/TCS-Other/TARGET/COVERAGE] Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,y0h6zvZ067G,GC7/H-KRCS/TCS-Other/TARGET/COVERAGE,GC7/H-KRCS/TCS-Other/TARGET/COVERAGE,Number of people living with HIV reached and re-integrated into ART through health facility client tracing mechanism by the community resource persons.,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/YP-2/COMMENT/COVERAGE] % of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,Zw63Th36LA9,GC7/H-KRCS/YP-2/COMMENT/COVERAGE,GC7/H-KRCS/YP-2/COMMENT/COVERAGE,% of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/YP-2/RESULT/COVERAGE] % of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,tqzYFzjwWTe,GC7/H-KRCS/YP-2/RESULT/COVERAGE,GC7/H-KRCS/YP-2/RESULT/COVERAGE,% of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/YP-2/TARGET/COVERAGE] % of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,wftJBSezy33,GC7/H-KRCS/YP-2/TARGET/COVERAGE,GC7/H-KRCS/YP-2/TARGET/COVERAGE,% of high-risk adolescent girls and young women reached with HIV prevention programs - defined package of services,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/YP-4/COMMENT/COVERAGE] # of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,RRILtUrlsPj,GC7/H-KRCS/YP-4/COMMENT/COVERAGE,GC7/H-KRCS/YP-4/COMMENT/COVERAGE,# of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/YP-4/RESULT/COVERAGE] # of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,T4qSn1aaVn0,GC7/H-KRCS/YP-4/RESULT/COVERAGE,GC7/H-KRCS/YP-4/RESULT/COVERAGE,# of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/H-KRCS/YP-4/TARGET/COVERAGE] # of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,S4xeE6s5UIf,GC7/H-KRCS/YP-4/TARGET/COVERAGE,GC7/H-KRCS/YP-4/TARGET/COVERAGE,# of high-risk adolescent girls and young women who received any PrEP product at least once during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,GC7,No
